"id","difficulty","question","answer","reference","category"
"4349","Easy","What was the name of the crusade that was against heretics?","Albigensian Crusade","","world_history"
"4350","Easy","Which navigator discovered the Philippines?","Ferdinand Magellan","","world_history"
"4351","Hard","What was the name of the ancient Norse settlement?","L'Anse aux Meadows","","world_history"
"4352","Hard","Who was the Umayyad caliph who built the Dome of the Rock?","Abd al-Malik","","world_history"
"4353","Hard","What was the name of the battle where the French defeated the English in 1453?","Battle of Castillon","","world_history"
"4354","Hard","Which emperor built the Forbidden City?","Yongle Emperor","","world_history"
"4355","Hard","What was the name of the treaty that ended the Thirty Years' War?","Peace of Westphalia","","world_history"
"4356","Hard","Who was the Vietnamese leader against France?","Ho Chi Minh","","world_history"
"4357","Hard","What was the name of the Spanish civil war?","Spanish Civil War","","world_history"
"4358","Hard","Which explorer was the first to reach the East by sea?","Vasco da Gama","","world_history"
"4359","Hard","What was the name of the alliance during the War of the Austrian Succession?","Pragmatic Allies","","world_history"
"4360","Hard","Who was the leader of the Vietnamese War of Independence?","Vo Nguyen Giap","","world_history"
"4361","Easy","Who was the famous pope known as the Great?","Pope Leo I","","world_history"
"4362","Easy","What was the name of the ancient Mayan calendar?","Long Count","","world_history"
"4363","Easy","Which philosopher wrote 'Being and Time'?","Martin Heidegger","","world_history"
"4364","Easy","What was the name of the ancient Aboriginal art?","Rock art","","world_history"
"4365","Easy","Who was the famous king who was excommunicated?","Henry IV","","world_history"
"4366","Easy","What was the name of the battle between the Allies and Axis at El Alamein?","Battle of El Alamein","","world_history"
"4367","Easy","Which artist painted the Scream?","Edvard Munch","","world_history"
"4368","Easy","Who was the leader of the Communists in China?","Mao Zedong","","world_history"
"4369","Easy","What was the name of the crusade that was the people's?","People's Crusade","","world_history"
"4370","Easy","Which navigator discovered the Cape of Good Hope?","Bartolomeu Dias","","world_history"
"4371","Hard","What was the name of the ancient Egyptian city?","Thebes","","world_history"
"4372","Hard","Who was the Abbasid caliph who founded Baghdad?","Al-Mansur","","world_history"
"4373","Hard","What was the name of the battle where the Spaniards defeated the Aztecs?","Siege of Tenochtitlan","","world_history"
"4374","Hard","Which shogun ended the Sengoku period?","Tokugawa Ieyasu","","world_history"
"4375","Hard","What was the name of the treaty that ended the English-Scottish wars?","Treaty of Edinburgh","","world_history"
"4376","Hard","Who was the Ethiopian emperor who defeated Italy?","Menelik II","","world_history"
"4377","Hard","What was the name of the Irish civil war?","Irish Civil War","","world_history"
"4378","Hard","Which explorer was the first to reach the Antarctic Peninsula?","John Biscoe","","world_history"
"4379","Hard","What was the name of the alliance during the Napoleonic Wars?","Coalition","","world_history"
"4380","Hard","Who was the leader of the Indian independence?","Mahatma Gandhi","","world_history"
"4381","Easy","Who was the famous emperor known as the Just?","Justinian I","","world_history"
"4382","Easy","What was the name of the ancient Sumerian epic?","Epic of Gilgamesh","","world_history"
"4383","Easy","Which philosopher founded Cynicism?","Diogenes","","world_history"
"4384","Easy","What was the name of the ancient Inca road?","Inca Road","","world_history"
"4385","Easy","Who was the famous queen who ruled England and Ireland?","Victoria","","world_history"
"4386","Easy","What was the name of the battle between the Germans and Russians at Tannenberg?","Battle of Tannenberg","","world_history"
"4387","Easy","Which artist painted the Night Watch?","Rembrandt","","world_history"
"4388","Easy","Who was the leader of the Soviets?","Joseph Stalin","","world_history"
"4389","Easy","What was the name of the crusade that was the second?","Second Crusade","","world_history"
"4390","Easy","Which navigator discovered Newfoundland?","John Cabot","","world_history"
"4391","Hard","What was the name of the ancient Phoenician colony?","Carthage","","world_history"
"4392","Hard","Who was the Seleucid king who fought Rome?","Antiochus III","","world_history"
"4393","Hard","What was the name of the battle where the Mongols were defeated in Vietnam?","Battle of Bạch Đằng","","world_history"
"4394","Hard","Which king built the Alhambra?","Muhammad V of Granada","","world_history"
"4395","Hard","What was the name of the treaty that ended the Italian Wars?","Treaty of Cateau-Cambrésis","","world_history"
"4396","Hard","Who was the Song emperor captured by the Jurchens?","Huizong","","world_history"
"4397","Hard","What was the name of the Bohemian wars of religion?","Hussite Wars","","world_history"
"4398","Hard","Which explorer was the first to reach Brazil?","Pedro Álvares Cabral","","world_history"
"4399","Hard","What was the name of the alliance during the War of the Polish Succession?","Bourbon alliance","","world_history"
"4400","Hard","Who was the leader of the Cambodian genocide?","Pol Pot","","world_history"
"4401","Easy","Who was the famous khalif known as the Rightly Guided?","Abu Bakr","","world_history"
"4402","Easy","What was the name of the ancient Roman aqueduct?","Pont du Gard","","world_history"
"4403","Easy","Which philosopher wrote 'The Social Contract'?","Jean-Jacques Rousseau","","world_history"
"4404","Easy","What was the name of the ancient Aztec game?","Tlachtli","","world_history"
"4405","Easy","Who was the famous emperor who was assassinated?","Julius Caesar","","world_history"
"4406","Easy","What was the name of the battle between the British and French at Waterloo?","Battle of Waterloo","","world_history"
"4407","Easy","Which artist painted the Girl with a Pearl Earring?","Johannes Vermeer","","world_history"
"4408","Easy","Who was the leader of the Taliban?","Mullah Omar","","world_history"
"4409","Easy","What was the name of the crusade that was the third?","Third Crusade","","world_history"
"4410","Easy","Which navigator discovered the Hawaiian Islands?","James Cook","","world_history"
"4411","Hard","What was the name of the ancient Hittite law code?","Code of the Nesilim","","world_history"
"4412","Hard","Who was the Mauryan emperor who spread Buddhism?","Ashoka","","world_history"
"4413","Hard","What was the name of the battle where the Muslims defeated the Crusaders at Hattin?","Battle of Hattin","","world_history"
"4414","Hard","Which queen built the Palace of Versailles?","None (Louis XIV)","","world_history"
"4415","Hard","What was the name of the treaty that ended the Peloponnesian War?","Peace of Nicias","","world_history"
"4416","Hard","Who was the Ghana empire founder?","Kaya Magan Cissé","","world_history"
"4417","Hard","What was the name of the Swedish wars with Russia?","Russo-Swedish Wars","","world_history"
"4418","Hard","Which explorer was the first to reach the Azores?","Diogo de Silves","","world_history"
"4419","Hard","What was the name of the alliance during the War of the Quadruple Alliance?","Quadruple Alliance","","world_history"
"4420","Hard","Who was the leader of the Rwandan genocide?","Théoneste Bagosora","","world_history"
"4421","Easy","Who was the famous sultan known as the Lawgiver?","Suleiman the Magnificent","","world_history"
"4422","Easy","What was the name of the ancient Greek epic?","Iliad","","world_history"
"4423","Easy","Which philosopher founded Existentialism?","Søren Kierkegaard","","world_history"
"4424","Easy","What was the name of the ancient Egyptian god?","Ra","","world_history"
"4425","Easy","Who was the famous queen who was beheaded?","Anne Boleyn","","world_history"
"4426","Easy","What was the name of the battle between the Allies and Axis at Stalingrad?","Battle of Stalingrad","","world_history"
"4427","Easy","Which artist painted the Sunflowers?","Vincent van Gogh","","world_history"
"4428","Easy","Who was the leader of the Khmer Rouge?","Pol Pot","","world_history"
"4429","Easy","What was the name of the crusade that was the fourth?","Fourth Crusade","","world_history"
"4430","Easy","Which navigator discovered Madagascar?","Diogo Dias","","world_history"
"4431","Hard","What was the name of the ancient Celtic tribe?","Iceni","","world_history"
"4432","Hard","Who was the Achaemenid king who built Persepolis?","Darius I","","world_history"
"4433","Hard","What was the name of the battle where the Venetians defeated the Ottomans?","Battle of Lepanto","","world_history"
"4434","Hard","Which emperor built the Terracotta Army?","Qin Shi Huang","","world_history"
"4435","Hard","What was the name of the treaty that ended the War of the Spanish Succession?","Treaty of Utrecht","","world_history"
"4436","Hard","Who was the leader of the Timurid empire?","Timur","","world_history"
"4437","Hard","What was the name of the Portuguese wars in Africa?","Portuguese Colonial War","","world_history"
"4438","Hard","Which explorer was the first to reach the Maldives?","Ibn Battuta","","world_history"
"4439","Hard","What was the name of the alliance during the War of the Bavarian Succession?","Prussian alliance","","world_history"
"4440","Hard","Who was the leader of the Bosnian War?","Radovan Karadžić","","world_history"
"4441","Easy","Who was the famous pharaoh known as the Great?","Ramesses the Great","","world_history"
"4442","Easy","What was the name of the ancient Assyrian library?","Library of Ashurbanipal","","world_history"
"4443","Easy","Which philosopher wrote 'Critique of Pure Reason'?","Immanuel Kant","","world_history"
"4444","Easy","What was the name of the ancient Roman festival?","Saturnalia","","world_history"
"4445","Easy","Who was the famous king who built Stonehenge?","Unknown","","world_history"
"4446","Easy","What was the name of the battle between the Spanish and English Armada?","Spanish Armada","","world_history"
"4447","Easy","Which artist painted the Venus de Milo?","Unknown","","world_history"
"4448","Easy","Who was the leader of the ANC?","Nelson Mandela","","world_history"
"4449","Easy","What was the name of the crusade that was the fifth?","Fifth Crusade","","world_history"
"4450","Easy","Which navigator discovered the Bering Strait?","Vitus Bering","","world_history"
"4451","Hard","What was the name of the ancient Mayan ball game?","Pitz","","world_history"
"4452","Hard","Who was the Ottoman sultan who reformed the empire?","Mahmud II","","world_history"
"4453","Hard","What was the name of the battle where the British defeated the French in Canada?","Battle of Quebec","","world_history"
"4454","Hard","Which king built the Neuschwanstein Castle?","Ludwig II of Bavaria","","world_history"
"4455","Hard","What was the name of the treaty that ended the Franco-Prussian War?","Treaty of Frankfurt","","world_history"
"4456","Hard","Who was the leader of the Mughal empire at its peak?","Akbar","","world_history"
"4457","Hard","What was the name of the Finnish wars with Russia?","Winter War","","world_history"
"4458","Hard","Which explorer was the first to reach the Congo River?","Henry Morton Stanley","","world_history"
"4459","Hard","What was the name of the alliance during the War of the Polish Succession?","Bourbon alliance","","world_history"
"4460","Hard","Who was the leader of the Sierra Leone Civil War?","Foday Sankoh","","world_history"
"4461","Easy","Who was the famous caliph known as the Conqueror?","Umar","","world_history"
"4462","Easy","What was the name of the ancient Celtic druid?","Druid","","world_history"
"4463","Easy","Which philosopher founded Phenomenology?","Edmund Husserl","","world_history"
"4464","Easy","What was the name of the ancient Greek god?","Zeus","","world_history"
"4465","Easy","Who was the famous emperor who built the Pantheon?","Hadrian","","world_history"
"4466","Easy","What was the name of the battle between the Japanese and Russians at Port Arthur?","Siege of Port Arthur","","world_history"
"4467","Easy","Which artist painted the Blue Boy?","Thomas Gainsborough","","world_history"
"4468","Easy","Who was the leader of the IRA?","Michael Collins","","world_history"
"4469","Easy","What was the name of the crusade that was the sixth?","Sixth Crusade","","world_history"
"4470","Easy","Which navigator discovered the Northwest Passage?","Roald Amundsen","","world_history"
"4471","Hard","What was the name of the ancient Egyptian pyramid?","Pyramid of Djoser","","world_history"
"4472","Hard","Who was the Byzantine empress who married Justinian?","Theodora","","world_history"
"4473","Hard","What was the name of the battle where the Swedes defeated the Russians?","Battle of Poltava","","world_history"
"4474","Hard","Which queen built the Escorial?","None (Philip II)","","world_history"
"4475","Hard","What was the name of the treaty that ended the War of the Austrian Succession?","Treaty of Aix-la-Chapelle","","world_history"
"4476","Hard","Who was the leader of the Ashanti empire?","Osei Tutu","","world_history"
"4477","Hard","What was the name of the Belgian Congo independence?","Congo Crisis","","world_history"
"4478","Hard","Which explorer was the first to reach the Amazon River?","Francisco de Orellana","","world_history"
"4479","Hard","What was the name of the alliance during the War of the League of Augsburg?","Grand Alliance","","world_history"
"4480","Hard","Who was the leader of the Liberian Civil War?","Charles Taylor","","world_history"
"4481","Easy","Who was the famous king known as the Fair?","Philip the Fair","","world_history"
"4482","Easy","What was the name of the ancient Persian religion?","Zoroastrianism","","world_history"
"4483","Easy","Which philosopher wrote 'Beyond Good and Evil'?","Friedrich Nietzsche","","world_history"
"4484","Easy","What was the name of the ancient Inca festival?","Inti Raymi","","world_history"
"4485","Easy","Who was the famous queen who was a patron of arts?","Catherine de' Medici","","world_history"
"4486","Easy","What was the name of the battle between the Turks and Austrians at Vienna?","Siege of Vienna","","world_history"
"4487","Easy","Which artist painted the Birth of Venus?","Sandro Botticelli","","world_history"
"4488","Easy","Who was the leader of the PLO?","Yasser Arafat","","world_history"
"4489","Easy","What was the name of the crusade that was the seventh?","Seventh Crusade","","world_history"
"4490","Easy","Which navigator discovered the Cook Islands?","James Cook","","world_history"
"4491","Hard","What was the name of the ancient Greek colony?","Byzantium","","world_history"
"4492","Hard","Who was the Frankish king who defeated the Moors?","Charles Martel","","world_history"
"4493","Hard","What was the name of the battle where the Japanese defeated the Russians?","Battle of Tsushima","","world_history"
"4494","Hard","Which emperor built the Hagia Sophia?","Justinian I","","world_history"
"4495","Hard","What was the name of the treaty that ended the Spanish-American War?","Treaty of Paris","","world_history"
"4496","Hard","Who was the leader of the Ottoman Janissaries?","Grand Vizier","","world_history"
"4497","Hard","What was the name of the Algerian war with France?","Algerian War of Independence","","world_history"
"4498","Hard","Which explorer was the first to reach the Mississippi River?","Hernando de Soto","","world_history"
"4499","Hard","What was the name of the alliance during the War of the Grand Alliance?","Grand Alliance","","world_history"
"4500","Hard","Who was the leader of the Afghan War with the Soviets?","Ahmad Shah Massoud","","world_history"
"4501","Easy","Who was the famous pope known as the Warrior?","Pope Julius II","","world_history"
"4502","Easy","What was the name of the ancient Egyptian river?","Nile","","world_history"
"4503","Easy","Which philosopher founded Pragmatism?","William James","","world_history"
"4504","Easy","What was the name of the ancient Roman god?","Jupiter","","world_history"
"4505","Easy","Who was the famous king who was a pirate?","Henry IV","","world_history"
"4506","Easy","What was the name of the battle between the Mongols and Japanese?","Mongol invasions of Japan","","world_history"
"4507","Easy","Which artist painted the Last Judgment?","Michelangelo","","world_history"
"4508","Easy","Who was the leader of the ETA?","Josu Urrutikoetxea","","world_history"
"4509","Easy","What was the name of the crusade that was the eighth?","Eighth Crusade","","world_history"
"4510","Easy","Which navigator discovered the Falkland Islands?","John Strong","","world_history"
